Zipcode,Rural Percent,Urban Percent
79766,82.42,17.58
79770,100,0
79772,7.55,92.45
79777,100,0
79778,100,0
79780,100,0
79781,100,0
79782,100,0
79783,100,0
79785,100,0
79788,100,0
79789,100,0
79821,6.8,93.2
79830,21.73,78.27
79831,100,0
79834,100,0
79835,4.06,95.94
79836,28.36,71.64
79837,100,0
79838,7.55,92.45
79839,100,0
79842,100,0
79843,100,0
79845,9.42,90.58
79846,100,0
79847,100,0
79848,100,0
79849,1.84,98.16
79851,100,0
79852,100,0
79853,24.32,75.68
79854,100,0
79855,100,0
79901,0,100
79902,0,100
79903,0,100
79904,0.62,99.38
79905,0,100
79906,0,100
79907,0,100
79908,0,100
79911,69.58,30.42
79912,0.63,99.37
79915,0,100
79916,0,100
79920,0,100
79922,0,100
79924,0,100
79925,0,100
79927,0.25,99.75
79928,6.53,93.47
79930,4.96,95.04
79932,1.83,98.17
79934,10.22,89.78
79935,0,100
79936,0,100
79938,7.96,92.04
79942,100,0
80002,0,100
80003,0,100
80004,0,100
80005,0.29,99.71
80007,6.13,93.87
80010,0,100
80011,0.08,99.92
80012,0,100
80013,0.35,99.65
80014,0,100
80015,0,100
80016,0.82,99.18
80017,0,100
80018,13.86,86.14
80019,3.14,96.86
80020,0.18,99.82
80021,0.04,99.96
80022,3.4,96.6
80023,3.03,96.97
80024,0,100
80025,53.36,46.64
80026,3.05,96.95
80027,0.55,99.45
80030,0,100
80031,0,100
80033,0,100
80045,0,100
80101,100,0
80102,100,0
80103,100,0
80104,9.76,90.24
80105,100,0
80106,99.31,0.69
80107,100,0
80108,7.14,92.86
80109,10.17,89.83
80110,0,100
80111,0,100
80112,0.01,99.99
80113,0,100
80116,100,0
80117,100,0
80118,99.08,0.92
80120,0,100
80121,0,100
80122,0,100
80123,0,100
80124,1.54,98.46
80125,16.29,83.71
80126,0.19,99.81
80127,2.89,97.11
80128,0,100
80129,0.39,99.61
80130,0,100
80131,100,0
80132,24.6,75.4
80133,5.73,94.27
80134,5.79,94.21
80135,99.69,0.31
80136,100,0
80137,100,0
80138,29.93,70.07
80202,0,100
80203,0,100
80204,0,100
80205,0,100
80206,0,100
80207,0,100
80209,0,100
80210,0,100
80211,0,100
80212,0,100
80214,0,100
80215,0,100
80216,0,100
80218,0,100
80219,0,100
80220,0,100
80221,0,100
80222,0,100
80223,0,100
80224,0,100
80226,0,100
80227,0,100
80228,1.42,98.58
80229,0,100
80230,0,100
80231,0,100
80232,0,100
80233,0.01,99.99
80234,0,100
80235,0,100
80236,0,100
80237,0,100
80238,0,100
80239,0,100
80241,0,100
80246,0,100
80247,0,100
80249,0,100
80260,0,100
80264,0,100
80290,0,100
80293,0,100
80294,0,100
80301,8.34,91.66
80302,19.14,80.86
80303,4.67,95.33
80304,4.29,95.71
80305,1.84,98.16
80310,0,100
80401,9.62,90.38
80403,27.07,72.93
80419,0,100
80420,100,0
80421,100,0
80422,100,0
80423,100,0
80424,25.43,74.57
80425,100,0
80426,100,0
80427,100,0
80428,100,0
80432,100,0
80433,100,0
80434,100,0
80435,17.66,82.34
80436,100,0
80438,100,0
80439,57.68,42.32
80440,100,0
80442,25.38,74.62
80443,11.45,88.55
80444,100,0
80446,100,0
80447,100,0
80448,100,0
80449,100,0
80451,100,0
80452,100,0
80453,100,0
80454,100,0
80455,100,0
80456,100,0
80457,2.29,97.71
80459,100,0
80461,28.93,71.07
80463,100,0
80465,31.83,68.17
80466,100,0
80467,100,0
80468,100,0
80469,100,0
80470,100,0
80471,100,0
80473,100,0
80475,100,0
80476,100,0
80477,0,100
80478,100,0
80479,100,0
80480,100,0
80481,100,0
80482,47.24,52.76
80483,100,0
80487,24.9,75.1
80488,0,100
80497,9.73,90.27
80498,18.14,81.86
80501,0.16,99.84
80503,15.95,84.05
80504,8.98,91.02
80510,100,0
80511,0,100
80512,100,0
80513,50.78,49.22
80514,11.76,88.24
80515,100,0
80516,10.83,89.17
80517,24.77,75.23
80520,0,100
80521,1.01,98.99
80524,15.87,84.13
80525,1.22,98.78
80526,4.68,95.32
80528,2.11,97.89
80530,1.37,98.63
80532,100,0
80534,15.93,84.07
80535,40.25,59.75
80536,100,0
80537,11.97,88.03
80538,7.11,92.89
80540,100,0
80542,100,0
80543,21,79
80544,0,100
80545,100,0
80546,0,100
80547,73.08,26.92
80549,27.98,72.02
80550,16.4,83.6
80601,2.86,97.14
80602,4.88,95.12
80603,36.62,63.38
80610,100,0
80611,100,0
80612,100,0
80615,37.57,62.43
80620,0.51,99.49
80621,27.05,72.95
80622,100,0
80623,100,0
80624,100,0
80631,5.79,94.21
80634,1.02,98.98
80640,1.07,98.93
80642,100,0
80643,100,0
80644,100,0
80645,49.42,50.58
80648,100,0
80649,100,0
80650,100,0
80651,100,0
80652,100,0
80653,100,0
80654,100,0
80701,23.36,76.64
80705,0.11,99.89
80720,100,0
80721,100,0
80722,100,0
80723,18.99,81.01
80726,100,0
80727,100,0
80728,100,0
80729,100,0
80731,100,0
80733,100,0
80734,100,0
80735,100,0
80736,100,0
80737,100,0
80740,100,0
80741,100,0
80742,100,0
80743,100,0
80744,100,0
80745,100,0
80746,100,0
80747,100,0
80749,100,0
80750,100,0
80751,14.68,85.32
80754,100,0
80755,100,0
80757,100,0
80758,100,0
80759,24.99,75.01
80801,100,0
80802,100,0
80804,100,0
80805,100,0
80807,20,80
80808,100,0
80809,21.72,78.28
80810,100,0
80812,100,0
80813,100,0
80814,100,0
80815,100,0
80816,100,0
80817,5.41,94.59
80818,100,0
80819,34.09,65.91
80820,100,0
80821,100,0
80822,100,0
80823,100,0
80824,100,0
80825,100,0
80827,100,0
80828,100,0
80829,9.11,90.89
80830,100,0
80831,45.16,54.84
80832,100,0
80833,100,0
80834,100,0
80835,100,0
80836,100,0
80840,17.51,82.49
80860,100,0
80861,100,0
80862,100,0
80863,25.71,74.29
80864,100,0
80902,10.68,89.32
80903,0,100
80904,2.25,97.75
80905,0,100
80906,3.24,96.76
80907,0,100
80908,90.23,9.77
80909,0,100
80910,0,100
80911,0.08,99.92
80913,6.16,93.84
80914,0,100
80915,0,100
80916,0,100
80917,0,100
80918,0,100
80919,2.36,97.64
80920,0.31,99.69
80921,14.2,85.8
80922,0,100
80923,0.03,99.97
80924,16.92,83.08
80925,48.51,51.49
80926,54.17,45.83
80927,31.13,68.87
80928,100,0
80929,96.97,3.03
80930,100,0
80938,94.12,5.88
80939,0,100
80951,0.17,99.83
81001,3.36,96.64
81003,0.44,99.56
81004,5.65,94.35
81005,4.27,95.73
81006,26.27,73.73
81007,25.87,74.13
81008,7.68,92.32
81019,100,0
81020,100,0
81021,100,0
81022,100,0
81023,100,0
81024,100,0
81025,100,0
81027,100,0
81029,100,0
81030,100,0
81033,100,0
81036,100,0
81038,100,0
81039,100,0
81040,100,0
81041,100,0
81043,100,0
81044,100,0
81045,100,0
81047,100,0
81049,100,0
81050,22.5,77.5
81052,18.23,81.77
81054,21.46,78.54
81055,100,0
81057,100,0
81058,100,0
81059,100,0
81062,100,0
81063,100,0
81064,100,0
81067,26.61,73.39
81069,100,0
81071,100,0
81073,100,0
81076,100,0
81077,1.69,98.31
81081,100,0
81082,26.43,73.57
81084,100,0
81087,100,0
81089,36.05,63.95
81090,100,0
81091,100,0
81092,100,0
81101,33.55,66.45
81120,100,0
81121,100,0
81122,68.67,31.33
81123,100,0
81124,100,0
81125,100,0
81126,100,0
81128,100,0
81129,100,0
81130,100,0
81131,100,0
81132,100,0
81133,100,0
81136,100,0
81137,100,0
81138,100,0
81140,100,0
81141,100,0
81143,100,0
81144,38.88,61.12
81146,100,0
81147,57.11,42.89
81148,100,0
81149,100,0
81151,100,0
81152,100,0
81154,100,0
81155,100,0
81201,28.96,71.04
81210,100,0
81211,41.19,58.81
81212,8.75,91.25
81220,100,0
81221,100,0
81222,100,0
81223,100,0
81224,100,0
81225,100,0
81226,19.51,80.49
81227,100,0
81230,37.98,62.02
81231,0,100
81232,100,0
81233,100,0
81235,100,0
81236,100,0
81237,100,0
81239,100,0
81240,100,0
81241,100,0
81242,13.86,86.14
81243,100,0
81244,95.73,4.27
81248,100,0
81251,100,0
81252,100,0
81253,100,0
81301,37.93,62.07
81303,94.69,5.31
81320,100,0
81321,42.04,57.96
81323,100,0
81324,100,0
81325,100,0
81326,100,0
81327,100,0
81328,100,0
81330,100,0
81331,100,0
81332,100,0
81334,100,0
81335,100,0
81401,15.6,84.4
81403,64.44,35.56
81410,91.48,8.52
81411,100,0
81413,57.35,42.65
81415,100,0
81416,43.43,56.57
81418,31.56,68.44
81419,100,0
81422,100,0
81423,100,0
81424,100,0
81425,99.56,0.44
81426,100,0
81427,100,0
81428,100,0
81429,100,0
81430,100,0
81431,100,0
81432,100,0
81433,100,0
81434,100,0
81435,100,0
81501,0,100
81503,5.42,94.58
81504,0,100
81505,25.62,74.38
81506,1.66,98.34
81507,5.54,94.46
81520,0.77,99.23
81521,16.18,83.82
81522,100,0
81523,100,0
81524,100,0
81525,100,0
81526,39.73,60.27
81527,100,0
81601,25,75
81610,100,0
81611,22.29,77.71
81612,100,0
81615,100,0
81620,21.77,78.23
81621,20.66,79.34
81623,31.84,68.16
81624,100,0
81625,22.44,77.56
81630,100,0
81631,26.07,73.93
81632,10.95,89.05
81633,100,0
81635,14.87,85.13
81637,22.77,77.23
81638,100,0
81639,100,0
81640,100,0
81641,100,0
81642,100,0
81643,100,0
81645,23.55,76.45
81646,100,0
81647,23.3,76.7
81648,100,0
81649,100,0
81650,19.43,80.57
81652,39.52,60.48
81653,100,0
81654,55.86,44.14
81655,100,0
81656,100,0
81657,11.02,88.98
82001,0.79,99.21
82005,0,100
82007,7.22,92.78
82009,36.13,63.87
82050,100,0
82051,100,0
82052,100,0
82053,100,0
82054,100,0
82055,100,0
82058,100,0
82059,100,0
82060,100,0
82061,100,0
82063,100,0
82070,14.51,85.49
82072,3.46,96.54
82073,0,100
82081,100,0
82082,100,0
82083,100,0
82084,100,0
82190,100,0
82201,44.58,55.42
82210,100,0
82212,100,0
82213,100,0
82214,100,0
82215,100,0
82217,100,0
82219,100,0
82221,100,0
82222,100,0
82223,100,0
82224,100,0
82225,100,0
82227,100,0
82229,100,0
82240,30.09,69.91
82242,100,0
82243,100,0
82244,100,0
82301,3.26,96.74
82321,100,0
82322,100,0
82323,100,0
82324,100,0
82325,100,0
82327,100,0
82329,100,0
82331,100,0
82332,100,0
82334,100,0
82335,100,0
82336,100,0
82401,30.52,69.48
82410,100,0
82411,100,0
82412,100,0
82414,37.79,62.21
82420,100,0
82421,100,0
82422,100,0
82423,100,0
82426,100,0
82428,100,0
82430,100,0
82431,100,0
82432,100,0
82433,100,0
82434,100,0
82435,45.57,54.43
82440,100,0
82441,100,0
82442,100,0
82443,29.81,70.19
82450,100,0
82501,36.8,63.2
82510,100,0
82512,100,0
82513,100,0
82514,100,0
82515,100,0
82516,100,0
82520,46.62,53.38
82523,100,0
82601,16.09,83.91
82604,13.53,86.47
82609,1.44,98.56
82620,100,0
82630,100,0
82633,35.62,64.38
82635,100,0
82636,44.24,55.76
82637,100,0
82638,100,0
82639,100,0
82640,100,0
82642,100,0
82643,100,0
82644,1.69,98.31
82646,100,0
82648,100,0
82649,100,0
82701,39.93,60.07
82710,100,0
82711,100,0
82712,100,0
82714,100,0
82715,0,100
82716,22.05,77.95
82718,21.28,78.72
82720,100,0
82721,100,0
82723,100,0
82725,100,0
82727,100,0
82729,100,0
82730,100,0
82731,100,0
82732,100,0
82801,23.5,76.5
82831,100,0
82832,100,0
82833,100,0
82834,42.41,57.59
82835,100,0
82836,100,0
82837,100,0
82838,100,0
82839,100,0
82842,100,0
82844,100,0
82845,100,0
82901,5.79,94.21
82922,100,0
82923,100,0
82925,100,0
82929,100,0
82930,17.77,82.23
82932,100,0
82933,100,0
82934,100,0
82935,3.42,96.58
82936,100,0
82937,100,0
82938,100,0
82939,100,0
82941,100,0
82942,100,0
82943,100,0
82944,100,0
82945,100,0
83001,28.04,71.96
83011,100,0
83012,100,0
83013,100,0
83014,100,0
83025,100,0
83101,22.45,77.55
83110,100,0
83111,100,0
83112,100,0
83113,100,0
83114,100,0
83115,100,0
83116,1.1,98.9
83118,100,0
83119,100,0
83120,100,0
83121,100,0
83122,100,0
83123,100,0
83124,100,0
83126,100,0
83127,100,0
83128,100,0
83201,2.13,97.87
83202,22.79,77.21
83203,100,0
83204,13.76,86.24
83209,0,100
83210,100,0
83211,29.59,70.41
83212,100,0
83213,100,0
83214,100,0
83215,100,0
83217,100,0
83218,100,0
83220,100,0
83221,43.18,56.82
83223,100,0
83226,100,0
83227,100,0
83228,100,0
83232,100,0
83233,100,0
83234,100,0
83235,100,0
83236,100,0
83237,100,0
83238,100,0
83239,100,0
83241,100,0
83243,100,0
83244,100,0
83245,100,0
83246,100,0
83250,100,0
83251,100,0
83252,100,0
83253,100,0
83254,100,0
83255,100,0
83261,100,0
83262,100,0
83263,53.31,46.69
83271,100,0
83272,100,0
83274,49.16,50.84
83276,31.83,68.17
83277,100,0
83278,100,0
83281,100,0
83283,100,0
83285,100,0
83286,100,0
83287,100,0
83301,12.48,87.52
83302,100,0
83311,100,0
83312,100,0
83313,40.77,59.23
83314,100,0
83316,57.01,42.99
83318,33.43,66.57
83320,100,0
83321,100,0
83322,100,0
83323,100,0
83324,100,0
83325,100,0
83327,100,0
83328,50.65,49.35
83330,43.54,56.46
83332,100,0
83333,20.38,79.62
83334,100,0
83335,100,0
83336,34.13,65.87
83337,100,0
83338,44.94,55.06
83340,21.94,78.06
83341,48.9,51.1
83342,100,0
83344,100,0
83346,100,0
83347,61.66,38.34
83348,100,0
83349,100,0
83350,48.27,51.73
83352,100,0
83353,82.62,17.38
83354,100,0
83355,49.01,50.99
83401,16.08,83.92
83402,14.31,85.69
83404,7.71,92.29
83406,7.51,92.49
83414,100,0
83420,100,0
83421,100,0
83422,100,0
83423,100,0
83424,100,0
83425,100,0
83427,1.17,98.83
83428,100,0
83429,100,0
83431,100,0
83433,100,0
83434,100,0
83435,100,0
83436,100,0
83440,29.25,70.75
83442,54.66,45.34
83443,100,0
83444,100,0
83445,50.01,49.99
83446,100,0
83448,38.6,61.4
83449,100,0
83450,100,0
83451,100,0
83452,100,0
83454,0,100
83455,100,0
83460,0,100
83462,100,0
83463,100,0
83464,100,0
83465,100,0
83466,100,0
83467,50.81,49.19
83468,100,0
83469,100,0
83501,7.27,92.73
83520,45.36,54.64
83522,100,0
83523,100,0
83524,100,0
83525,100,0
83526,100,0
83530,41.71,58.29
83533,100,0
83535,100,0
83536,100,0
83537,100,0
83539,100,0
83540,100,0
83541,100,0
83542,100,0
83543,100,0
83544,42.22,57.78
83545,100,0
83546,100,0
83547,100,0
83548,100,0
83549,100,0
83552,100,0
83553,100,0
83554,100,0
83555,100,0
83601,100,0
83602,100,0
83604,100,0
83605,1.27,98.73
83607,50.19,49.81
83610,100,0
83611,100,0
83612,100,0
83615,100,0
83616,12.45,87.55
83617,40.4,59.6
83619,31.47,68.53
83622,100,0
83623,100,0
83624,100,0
83626,100,0
83627,100,0
83628,39.55,60.45
83629,100,0
83631,100,0
83632,100,0
83633,100,0
83634,38.69,61.31
83636,100,0
83637,100,0
83638,100,0
83639,100,0
83641,100,0
83642,9.88,90.12
83643,100,0
83644,43.93,56.07
83645,100,0
83646,2.55,97.45
83647,20.48,79.52
83648,0,100
83650,100,0
83651,0.92,99.08
83654,100,0
83655,100,0
83656,100,0
83657,100,0
83660,100,0
83661,18.68,81.32
83666,100,0
83669,21.91,78.09
83670,100,0
83671,100,0
83672,35.33,64.67
83676,97.38,2.62
83677,100,0
83686,12.02,87.98
83687,10.11,89.89
83702,0.44,99.56
83703,1.4,98.6
83704,0,100
83705,0.02,99.98
83706,0,100
83709,1.02,98.98
83712,9.01,90.99
83713,0,100
83714,3.53,96.47
83716,18.77,81.23
83801,100,0
83802,100,0
83803,100,0
83804,100,0
83805,64.86,35.14
83806,100,0
83808,100,0
83809,100,0
83810,100,0
83811,100,0
83812,100,0
83813,100,0
83814,21.6,78.4
83815,2.39,97.61
83821,100,0
83822,78.91,21.09
83823,100,0
83824,100,0
83825,80,20
83826,100,0
83827,100,0
83830,100,0
83832,100,0
83833,100,0
83834,100,0
83835,13.73,86.27
83836,100,0
83837,19.56,80.44
83839,100,0
83840,0,100
83841,100,0
83842,100,0
83843,11.63,88.37
83844,0,100
83845,100,0
83846,100,0
83847,100,0
83848,100,0
83849,20.68,79.32
83850,100,0
83851,100,0
83852,17.87,82.13
83854,12.64,87.36
83855,100,0
83856,100,0
83857,100,0
83858,52.12,47.88
83860,79.11,20.89
83861,58.99,41.01
83864,49.81,50.19
83866,100,0
83867,49.68,50.32
83868,18.47,81.53
83869,100,0
83870,100,0
83871,100,0
83872,100,0
83873,57.01,42.99
83874,100,0
83876,100,0
84001,100,0
84002,100,0
84003,0.86,99.14
84004,3.11,96.89
84005,7.18,92.82
84006,100,0
84007,100,0
84010,1.12,98.88
84013,100,0
84014,0.01,99.99
84015,0.7,99.3
84017,100,0
84018,100,0
84020,4.22,95.78
84021,100,0
84022,100,0
84023,100,0
84024,100,0
84025,1.7,98.3
84026,100,0
84027,100,0
84028,100,0
84029,29.56,70.44
84031,100,0
84032,21.11,78.89
84033,100,0
84034,100,0
84035,100,0
84036,56.24,43.76
84037,0.75,99.25
84038,100,0
84039,100,0
84040,0.43,99.57
84041,0.41,99.59
84042,0,100
84043,2.39,97.61
84044,0.13,99.87
84045,1.84,98.16
84046,100,0
84047,0,100
84049,17.54,82.46
84050,62.13,37.87
84051,100,0
84052,100,0
84053,100,0
84054,0,100
84055,100,0
84056,0,100
84057,0,100
84058,0.27,99.73
84060,11.48,88.52
84061,100,0
84062,0.09,99.91
84063,100,0
84064,100,0
84065,1.22,98.78
84066,47.58,52.42
84067,0,100
84069,100,0
84070,0,100
84071,100,0
84072,100,0
84073,100,0
84074,9.46,90.54
84075,0.69,99.31
84076,100,0
84078,33,67
84080,100,0
84081,0.64,99.36
84082,100,0
84083,26.06,73.94
84084,0,100
84085,100,0
84086,100,0
84087,0.7,99.3
84088,0,100
84092,2.96,97.04
84093,0,100
84094,0,100
84095,1.16,98.84
84096,6.24,93.76
84097,0,100
84098,26.42,73.58
84101,0,100
84102,0,100
84103,4.57,95.43
84104,0.06,99.94
84105,0,100
84106,0,100
84107,0,100
84108,7.56,92.44
84109,1.19,98.81
84111,0,100
84112,0,100
84113,0,100
84115,0,100
84116,0.55,99.45
84117,0,100
84118,0.01,99.99
84119,0,100
84120,0,100
84121,0.74,99.26
84123,0,100
84124,0.02,99.98
84128,0.02,99.98
84144,0,100
84180,0,100
84301,100,0
84302,8.83,91.17
84304,100,0
84305,100,0
84306,100,0
84307,100,0
84308,100,0
84309,100,0
84310,100,0
84311,100,0
84312,41.26,58.74
84313,100,0
84314,100,0
84315,19.79,80.21
84316,100,0
84317,100,0
84318,8.4,91.6
84319,6.05,93.95
84320,100,0
84321,2.44,97.56
84324,100,0
84325,100,0
84326,5.73,94.27
84327,100,0
84328,100,0
84329,100,0
84330,100,0
84331,100,0
84332,0.26,99.74
84333,100,0
84334,100,0
84335,17.9,82.1
84336,100,0
84337,33.96,66.04
84338,100,0
84339,34.36,65.64
84340,12.94,87.06
84341,3.23,96.77
84401,4.65,95.35
84403,1.02,98.98
84404,6.2,93.8
84405,1.44,98.56
84414,1.11,98.89
84501,21.14,78.86
84511,30.14,69.86
84512,100,0
84513,7.31,92.69
84515,100,0
84516,100,0
84518,100,0
84520,100,0
84521,100,0
84522,100,0
84523,100,0
84525,100,0
84526,16.5,83.5
84528,100,0
84529,100,0
84530,100,0
84531,100,0
84532,29.56,70.44
84533,100,0
84534,100,0
84535,100,0
84536,100,0
84537,13.09,86.91
84539,100,0
84540,100,0
84542,100,0
84601,1.89,98.11
84604,0.72,99.28
84606,0.14,99.86
84620,100,0
84621,100,0
84622,16.74,83.26
84623,100,0
84624,42.52,57.48
84626,100,0
84627,8.38,91.62
84628,100,0
84629,100,0
84630,100,0
84631,100,0
84632,100,0
84633,100,0
84634,14.76,85.24
84635,100,0
84636,100,0
84637,100,0
84638,100,0
84639,100,0
84640,100,0
84642,9.78,90.22
84643,100,0
84645,79.27,20.73
84646,100,0
84647,20.2,79.8
84648,9.12,90.88
84649,100,0
84651,10.81,89.19
84652,100,0
84653,11.06,88.94
84654,100,0
84655,10.94,89.06
84656,100,0
84657,100,0
84660,9.06,90.94
84662,100,0
84663,1.81,98.19
84664,5.46,94.54
84665,83.14,16.86
84667,100,0
84701,15.55,84.45
84710,100,0
84711,100,0
84712,100,0
84713,24,76
84714,100,0
84715,100,0
84716,100,0
84718,100,0
84719,100,0
84720,15.22,84.78
84721,21.31,78.69
84722,100,0
84723,100,0
84724,100,0
84725,100,0
84726,100,0
84728,100,0
84729,100,0
84730,100,0
84731,100,0
84732,100,0
84733,100,0
84734,100,0
84735,100,0
84736,100,0
84737,16.5,83.5
84738,16.85,83.15
84739,100,0
84740,100,0
84741,42.19,57.81
84742,100,0
84743,100,0
84744,100,0
84745,7.94,92.06
84746,100,0
84747,100,0
84749,100,0
84750,100,0
84751,100,0
84752,100,0
84753,100,0
84754,100,0
84755,100,0
84756,100,0
84757,100,0
84758,100,0
84759,100,0
84760,100,0
84761,18.52,81.48
84762,100,0
84763,100,0
84764,100,0
84765,0.72,99.28
84766,100,0
84767,100,0
84770,8.98,91.02
84772,100,0
84773,100,0
84774,85.49,14.51
84775,100,0
84776,100,0
84779,100,0
84780,9.13,90.87
84781,100,0
84782,100,0
84783,100,0
84784,12.68,87.32
84790,5.25,94.75
85003,0,100
85004,0,100
85006,0,100
85007,0,100
85008,0,100
85009,0,100
85012,0,100
85013,0,100
85014,0,100
85015,0,100
85016,0,100
85017,0,100
85018,0,100
85019,0,100
85020,0,100
85021,0,100
85022,0,100
85023,0,100
85024,0,100
85027,0.01,99.99
85028,0,100
85029,0,100
85031,0,100
85032,0,100
85033,0,100
85034,0,100
85035,0,100
85040,0,100
85041,0,100
85042,0.17,99.83
85043,0,100
85044,0.15,99.85
85045,0,100
85048,0.42,99.58
85050,1.71,98.29
85051,0,100
85053,0,100
85054,2.77,97.23
85083,0,100
85085,13.29,86.71
85086,7.02,92.98
85087,78.22,21.78
85118,26.7,73.3
85119,2.81,97.19
85120,0.15,99.85
85121,100,0
85122,2.45,97.55
85123,2.5,97.5
85128,26.34,73.66
85131,61.35,38.65
85132,40.97,59.03
85135,100,0
85137,100,0
85138,8.54,91.46
85139,35.62,64.38
85140,3.92,96.08
85141,100,0
85142,4.83,95.17
85143,5.08,94.92
85145,100,0
85147,100,0
85172,100,0
85173,3.13,96.87
85192,100,0
85193,97.53,2.47
85194,75.63,24.37
85201,0,100
85202,0,100
85203,1.16,98.84
85204,0,100
85205,0,100
85206,0,100
85207,0.34,99.66
85208,0,100
85209,0,100
85210,0,100
85212,2,98
85213,0.08,99.92
85215,2.14,97.86
85224,0,100
85225,0,100
85226,0.4,99.6
85233,0,100
85234,0,100
85248,2.05,97.95
85249,0.05,99.95
85250,0,100
85251,0,100
85253,0,100
85254,0,100
85255,6.53,93.47
85256,52.15,47.85
85257,0,100
85258,0,100
85259,3.99,96.01
85260,0,100
85262,50.76,49.24
85263,100,0
85264,100,0
85266,7.07,92.93
85268,1.79,98.21
85281,0,100
85282,0,100
85283,0,100
85284,0,100
85286,0.05,99.95
85295,0,100
85296,0,100
85297,0.29,99.71
85298,0.33,99.67
85301,0,100
85302,0,100
85303,0,100
85304,0,100
85305,0,100
85306,0,100
85307,0.59,99.41
85308,0,100
85309,0,100
85310,0,100
85320,100,0
85321,30.64,69.36
85322,100,0
85323,0.15,99.85
85324,100,0
85325,100,0
85326,20.33,79.67
85328,100,0
85331,13,87
85332,100,0
85333,100,0
85334,37.18,62.82
85335,0.08,99.92
85336,100,0
85337,100,0
85338,4.18,95.82
85339,7.9,92.1
85340,1.8,98.2
85341,100,0
85342,100,0
85343,100,0
85344,48.89,51.11
85345,0,100
85346,24.44,75.56
85347,100,0
85348,100,0
85349,5.59,94.41
85350,19.92,80.08
85351,0,100
85352,100,0
85353,1.3,98.7
85354,100,0
85355,5.45,94.55
85356,100,0
85357,100,0
85360,100,0
85361,100,0
85362,100,0
85363,0,100
85364,0.9,99.1
85365,13.7,86.3
85367,2.85,97.15
85371,100,0
85373,1.68,98.32
85374,0,100
85375,3.9,96.1
85377,16.49,83.51
85379,0.48,99.52
85381,0,100
85382,0,100
85383,4.98,95.02
85387,48.02,51.98
85388,0.17,99.83
85390,57.96,42.04
85395,0.44,99.56
85396,51.25,48.75
85501,29.69,70.31
85530,100,0
85531,24.08,75.92
85533,43.87,56.13
85534,100,0
85535,100,0
85536,100,0
85539,8.58,91.42
85540,0.63,99.37
85541,35.05,64.95
85542,70.21,29.79
85543,44.92,55.08
85544,100,0
85545,100,0
85546,46.81,53.19
85550,36.51,63.49
85551,1.48,98.52
85552,8.22,91.78
85553,100,0
85554,100,0
85601,100,0
85602,57.35,42.65
85603,22.56,77.44
85605,100,0
85606,100,0
85607,11.82,88.18
85608,100,0
85609,100,0
85610,100,0
85611,100,0
85613,2.89,97.11
85614,15.74,84.26
85615,74.65,25.35
85616,100,0
85617,100,0
85618,100,0
85619,100,0
85620,100,0
85621,10.81,89.19
85622,27.59,72.41
85623,100,0
85624,100,0
85625,100,0
85626,3.62,96.38
85627,100,0
85629,25.06,74.94
85630,100,0
85631,12.26,87.74
85632,100,0
85633,100,0
85634,100,0
85635,6.9,93.1
85637,100,0
85638,100,0
85640,100,0
85641,34,66
85643,62.58,37.42
85645,100,0
85646,100,0
85648,26.05,73.95
85650,17.61,82.39
85653,37.31,62.69
85654,100,0
85658,52.27,47.73
85701,0,100
85704,0,100
85705,0,100
85706,0,100
85707,0,100
85708,0,100
85710,0,100
85711,0,100
85712,0,100
85713,0.57,99.43
85714,0,100
85715,0,100
85716,0,100
85718,0.75,99.25
85719,0,100
85723,0,100
85724,0,100
85726,0,100
85730,2.52,97.48
85735,28.92,71.08
85736,100,0
85737,0.2,99.8
85739,14.11,85.89
85741,0,100
85742,5.17,94.83
85743,19.84,80.16
85745,10.55,89.45
85746,2.87,97.13
85747,15.18,84.82
85748,8.14,91.86
85749,14.04,85.96
85750,2.44,97.56
85755,11.55,88.45
85756,4.58,95.42
85757,2.09,97.91
85901,46.86,53.14
85911,100,0
85912,100,0
85920,100,0
85922,100,0
85923,100,0
85924,100,0
85925,14.92,85.08
85926,55.47,44.53
85927,100,0
85928,100,0
85929,18.35,81.65
85930,100,0
85931,100,0
85932,100,0
85933,100,0
85934,100,0
85935,30.83,69.17
85936,40.6,59.4
85937,49.83,50.17
85938,18.34,81.66
85939,44.39,55.61
85940,100,0
85941,38.94,61.06
85942,100,0
86001,11.33,88.67
86003,100,0
86004,21.16,78.84
86011,0,100
86015,100,0
86016,100,0
86017,100,0
86018,100,0
86020,100,0
86021,4.09,95.91
86022,100,0
86023,100,0
86024,100,0
86025,33.05,66.95
86028,100,0
86029,100,0
86030,100,0
86031,100,0
86032,100,0
86033,40.23,59.77
86034,100,0
86035,100,0
86036,100,0
86038,100,0
86039,100,0
86040,35.18,64.82
86042,100,0
86043,100,0
86044,100,0
86045,21.98,78.02
86046,56.67,43.33
86047,34.77,65.23
86052,100,0
86053,100,0
86054,100,0
86301,10.38,89.62
86303,17.81,82.19
86305,48.39,51.61
86313,0,100
86314,2.28,97.72
86315,34.32,65.68
86320,100,0
86321,100,0
86322,53.79,46.21
86323,31.85,68.15
86324,23.3,76.7
86325,79.44,20.56
86326,4.07,95.93
86327,47.63,52.37
86329,100,0
86331,100,0
86332,100,0
86333,100,0
86334,100,0
86335,28.65,71.35
86336,40.27,59.73
86337,100,0
86338,100,0
86343,100,0
86351,16.38,83.62
