Zipcode,Rural Percent,Urban Percent
13314,100,0
13315,100,0
13316,100,0
13317,41.49,58.51
13318,100,0
13319,3.15,96.85
13320,100,0
13321,0,100
13322,73.33,26.67
13323,39.71,60.29
13324,100,0
13325,100,0
13326,100,0
13327,100,0
13328,100,0
13329,100,0
13331,100,0
13332,100,0
13333,100,0
13334,100,0
13335,100,0
13337,100,0
13338,100,0
13339,65.94,34.06
13340,44.03,55.97
13341,49.02,50.98
13342,100,0
13343,100,0
13345,100,0
13346,34.27,65.73
13348,100,0
13350,15.97,84.03
13352,100,0
13353,100,0
13354,100,0
13355,100,0
13357,16.67,83.33
13360,100,0
13361,100,0
13362,100,0
13363,89.07,10.93
13364,100,0
13365,44.35,55.65
13367,59.66,40.34
13368,100,0
13402,100,0
13403,35.12,64.88
13404,100,0
13406,100,0
13407,46.56,53.44
13408,100,0
13409,100,0
13410,0,100
13411,100,0
13413,10.44,89.56
13415,100,0
13416,100,0
13417,0,100
13418,100,0
13420,100,0
13421,24.43,75.57
13424,47.74,52.26
13425,100,0
13428,44.28,55.72
13431,100,0
13433,100,0
13435,100,0
13436,100,0
13437,100,0
13438,100,0
13439,100,0
13440,23.05,76.95
13441,0,100
13450,100,0
13452,100,0
13454,100,0
13456,63.47,36.53
13459,100,0
13460,100,0
13461,0,100
13464,100,0
13468,100,0
13469,100,0
13470,100,0
13471,100,0
13472,100,0
13473,100,0
13475,100,0
13476,59.83,40.17
13477,100,0
13478,77.91,22.09
13480,100,0
13483,100,0
13484,100,0
13485,100,0
13486,100,0
13488,100,0
13489,100,0
13490,73.55,26.45
13491,100,0
13492,3.3,96.7
13493,100,0
13494,100,0
13495,0,100
13501,0.4,99.6
13502,9.68,90.32
13601,21.27,78.73
13602,0,100
13603,0.4,99.6
13605,61.46,38.54
13606,74.19,25.81
13607,100,0
13608,100,0
13612,28.37,71.63
13613,100,0
13614,100,0
13615,12.98,87.02
13616,28.09,71.91
13617,42.57,57.43
13618,100,0
13619,40.81,59.19
13620,100,0
13621,100,0
13622,100,0
13623,100,0
13624,100,0
13625,100,0
13626,100,0
13628,0,100
13630,100,0
13633,100,0
13634,67.32,32.68
13635,100,0
13636,100,0
13637,69.61,30.39
13638,10.85,89.15
13639,100,0
13640,100,0
13641,100,0
13642,58.9,41.1
13643,0,100
13646,100,0
13647,100,0
13648,100,0
13650,100,0
13651,100,0
13652,100,0
13654,100,0
13655,100,0
13656,100,0
13658,100,0
13659,100,0
13660,100,0
13661,100,0
13662,32.1,67.9
13664,100,0
13665,100,0
13666,100,0
13667,100,0
13668,100,0
13669,31.05,68.95
13670,100,0
13672,100,0
13673,100,0
13674,100,0
13675,100,0
13676,44.07,55.93
13677,100,0
13678,100,0
13679,100,0
13680,100,0
13681,100,0
13682,100,0
13684,100,0
13685,100,0
13687,100,0
13690,100,0
13691,100,0
13692,100,0
13693,100,0
13694,100,0
13695,100,0
13696,100,0
13697,100,0
13730,100,0
13731,100,0
13732,36.71,63.29
13733,97.7,2.3
13734,100,0
13736,100,0
13739,100,0
13740,100,0
13743,100,0
13744,96.31,3.69
13746,100,0
13748,39.5,60.5
13750,100,0
13751,100,0
13752,100,0
13753,49.5,50.5
13754,100,0
13755,100,0
13756,100,0
13757,100,0
13760,9.66,90.34
13774,100,0
13775,100,0
13776,100,0
13777,100,0
13778,100,0
13780,100,0
13782,100,0
13783,100,0
13784,100,0
13786,100,0
13787,100,0
13788,100,0
13790,13.1,86.9
13794,100,0
13795,45.68,54.32
13796,100,0
13797,100,0
13801,100,0
13802,100,0
13803,100,0
13804,100,0
13806,100,0
13807,100,0
13808,100,0
13809,100,0
13810,100,0
13811,100,0
13812,100,0
13813,100,0
13815,40.96,59.04
13820,24.07,75.93
13825,99.33,0.67
13826,100,0
13827,56.88,43.12
13830,100,0
13832,100,0
13833,87.54,12.46
13834,100,0
13835,100,0
13838,11.48,88.52
13839,100,0
13841,100,0
13842,100,0
13843,100,0
13844,100,0
13845,100,0
13846,100,0
13847,100,0
13849,66.12,33.88
13850,22.31,77.69
13856,53.5,46.5
13859,100,0
13860,100,0
13861,63.89,36.11
13862,100,0
13863,100,0
13864,100,0
13865,95.26,4.74
13901,6.92,93.08
13902,0,100
13903,23.51,76.49
13904,28.76,71.24
13905,7.87,92.13
14001,68.49,31.51
14004,85.26,14.74
14005,74.77,25.23
14006,20.6,79.4
14008,100,0
14009,54.6,45.4
14011,35.58,64.42
14012,100,0
14013,100,0
14020,23.48,76.52
14024,100,0
14025,46.59,53.41
14026,0,100
14028,69.22,30.78
14030,98.84,1.16
14031,23.13,76.87
14032,35.84,64.16
14033,100,0
14034,48.36,51.64
14035,100,0
14036,100,0
14037,100,0
14039,100,0
14040,100,0
14041,100,0
14042,100,0
14043,0,100
14047,13.54,86.46
14048,8.95,91.05
14051,6.51,93.49
14052,44.45,55.55
14054,100,0
14055,100,0
14057,59.61,40.39
14058,100,0
14059,60.33,39.67
14060,100,0
14061,100,0
14062,100,0
14063,20.71,79.29
14065,91.88,8.12
14066,100,0
14067,79.5,20.5
14068,0.08,99.92
14069,100,0
14070,27.11,72.89
14072,10.29,89.71
14075,5.79,94.21
14080,100,0
14081,75.8,24.2
14082,100,0
14085,3.79,96.21
14086,10.14,89.86
14091,100,0
14092,14.98,85.02
14094,26.28,73.72
14098,100,0
14101,100,0
14102,100,0
14103,41.86,58.14
14105,58.83,41.17
14108,46.31,53.69
14109,0,100
14111,100,0
14112,0,100
14113,100,0
14120,10.05,89.95
14125,100,0
14126,14.29,85.71
14127,14.41,85.59
14129,100,0
14130,100,0
14131,100,0
14132,75.46,24.54
14134,100,0
14135,100,0
14136,39.4,60.6
14138,100,0
14139,100,0
14141,49.57,50.43
14143,100,0
14145,100,0
14150,0,100
14167,100,0
14168,100,0
14169,100,0
14170,79.22,20.78
14171,100,0
14172,53.97,46.03
14173,24.75,75.25
14174,37.04,62.96
14201,0,100
14202,0,100
14203,0,100
14204,0,100
14206,0,100
14207,0,100
14208,0,100
14209,0,100
14210,0,100
14211,0,100
14212,0,100
14213,0,100
14214,0,100
14215,0,100
14216,0,100
14217,0,100
14218,0,100
14219,0,100
14220,0,100
14221,0.05,99.95
14222,0,100
14223,0,100
14224,0,100
14225,0,100
14226,0,100
14227,0,100
14228,6.14,93.86
14261,0,100
14301,0,100
14302,0,100
14303,0,100
14304,1.56,98.44
14305,0,100
14411,43.61,56.39
14414,30.37,69.63
14415,100,0
14416,67.88,32.12
14418,100,0
14420,31.61,68.39
14422,100,0
14423,100,0
14424,41.96,58.04
14425,15,85
14427,92.52,7.48
14428,58.72,41.28
14432,51.41,48.59
14433,100,0
14435,85.45,14.55
14437,54.96,45.04
14441,1.85,98.15
14445,0,100
14450,4.17,95.83
14454,19.89,80.11
14456,24.68,75.32
14462,100,0
14464,41.52,58.48
14466,100,0
14467,5.35,94.65
14468,44.01,55.99
14469,100,0
14470,77.63,22.37
14471,100,0
14472,65,35
14475,100,0
14476,100,0
14477,100,0
14478,33.86,66.14
14479,100,0
14480,6.12,93.88
14481,72.09,27.91
14482,48.34,51.66
14485,47.01,52.99
14486,100,0
14487,48.45,51.55
14489,44.13,55.87
14502,38.32,61.68
14504,0,100
14505,100,0
14506,31.17,68.83
14507,100,0
14510,28.09,71.91
14511,100,0
14512,100,0
14513,34.03,65.97
14514,0.99,99.01
14516,100,0
14517,100,0
14519,51.85,48.15
14521,100,0
14522,41.75,58.25
14525,100,0
14526,5.45,94.55
14527,53.82,46.18
14529,100,0
14530,38.12,61.88
14532,100,0
14533,100,0
14534,6.29,93.71
14536,100,0
14537,14.01,85.99
14539,100,0
14541,100,0
14542,100,0
14543,88.2,11.8
14544,97.05,2.95
14545,100,0
14546,41.02,58.98
14548,52.08,47.92
14549,0,100
14550,100,0
14551,55.18,44.82
14555,100,0
14559,32.91,67.09
14560,100,0
14561,100,0
14564,31.08,68.92
14568,48.97,51.03
14569,51.42,48.58
14571,100,0
14572,100,0
14580,4.42,95.58
14585,100,0
14586,3.38,96.62
14588,100,0
14589,95.07,4.93
14590,100,0
14591,100,0
14592,100,0
14604,0,100
14605,0,100
14606,0,100
14607,0,100
14608,0,100
14609,0,100
14610,0,100
14611,0,100
14612,0,100
14613,0,100
14614,0,100
14615,0,100
14616,0,100
14617,0,100
14618,0,100
14619,0,100
14620,0,100
14621,0,100
14622,0,100
14623,1.85,98.15
14624,0.31,99.69
14625,0,100
14626,1.13,98.87
14627,0,100
14701,14.45,85.55
14706,57.96,42.04
14707,100,0
14708,100,0
14709,100,0
14710,86.98,13.02
14711,100,0
14712,66.01,33.99
14714,100,0
14715,100,0
14716,100,0
14717,100,0
14718,100,0
14719,100,0
14720,0,100
14721,100,0
14722,100,0
14723,100,0
14724,100,0
14726,100,0
14727,100,0
14728,100,0
14729,100,0
14731,100,0
14732,100,0
14733,33.11,66.89
14735,100,0
14736,100,0
14737,100,0
14738,100,0
14739,100,0
14740,100,0
14741,100,0
14742,0,100
14743,80.26,19.74
14744,100,0
14747,100,0
14748,70.38,29.62
14750,23,77
14752,100,0
14753,99.14,0.86
14754,100,0
14755,100,0
14756,100,0
14757,100,0
14760,13.28,86.72
14767,100,0
14769,100,0
14770,52.68,47.32
14772,100,0
14774,100,0
14775,100,0
14777,100,0
14778,0,100
14779,20.41,79.59
14781,100,0
14782,100,0
14783,100,0
14784,100,0
14787,41.12,58.88
14788,0,100
14801,100,0
14802,0,100
14803,84.07,15.93
14804,100,0
14805,100,0
14806,100,0
14807,69.25,30.75
14808,100,0
14809,100,0
14810,43.64,56.36
14812,100,0
14813,100,0
14814,13.05,86.95
14815,100,0
14816,100,0
14817,100,0
14818,100,0
14819,100,0
14820,100,0
14821,100,0
14822,100,0
14823,100,0
14824,100,0
14825,100,0
14826,100,0
14827,0,100
14830,32.26,67.74
14836,100,0
14837,100,0
14838,100,0
14839,100,0
14840,100,0
14841,100,0
14842,100,0
14843,22.94,77.06
14845,20.51,79.49
14846,100,0
14847,100,0
14850,21.19,78.81
14853,0,100
14854,100,0
14855,100,0
14856,25.58,74.42
14858,100,0
14859,100,0
14860,100,0
14861,100,0
14864,76.05,23.95
14865,44.15,55.85
14867,100,0
14869,100,0
14870,25.57,74.43
14871,50.07,49.93
14872,48.76,51.24
14873,100,0
14874,100,0
14877,100,0
14878,100,0
14879,100,0
14880,100,0
14881,100,0
14882,88.73,11.27
14883,100,0
14884,100,0
14885,100,0
14886,100,0
14889,100,0
14891,51.77,48.23
14892,37.06,62.94
14893,100,0
14894,100,0
14895,36.73,63.27
14897,100,0
14898,100,0
14901,7.17,92.83
14903,22.65,77.35
14904,2.12,97.88
14905,1.71,98.29
15001,17.4,82.6
15003,2.59,97.41
15004,0,100
15005,19.92,80.08
15006,0,100
15007,13.62,86.38
15009,19.38,80.62
15010,20.72,79.28
15012,21.08,78.92
15014,0,100
15015,0,100
15017,0.97,99.03
15018,21.56,78.44
15019,78.48,21.52
15020,33.77,66.23
15021,67.55,32.45
15022,17.08,82.92
15024,10.85,89.15
15025,2.52,97.48
15026,99.35,0.65
15027,2.36,97.64
15028,29.58,70.42
15030,0,100
15031,0,100
15033,0,100
15034,0,100
15035,0,100
15037,26.19,73.81
15038,5.54,94.46
15042,29.28,70.72
15043,100,0
15044,12.71,87.29
15045,0,100
15046,0,100
15047,0,100
15049,0,100
15050,100,0
15051,0,100
15052,62.07,37.93
15054,0,100
15055,0,100
15056,0,100
15057,36.88,63.12
15059,33.08,66.92
15060,0,100
15061,4.59,95.41
15062,0.08,99.92
15063,19.36,80.64
15064,0,100
15065,7.15,92.85
15066,21.46,78.54
15067,4.16,95.84
15068,12.2,87.8
15071,18.93,81.07
15072,0,100
15074,23.12,76.88
15075,0,100
15076,10.95,89.05
15077,100,0
15078,1.34,98.66
15081,0,100
15082,0.86,99.14
15083,27.21,72.79
15084,33.05,66.95
15085,10.06,89.94
15086,0,100
15087,28.63,71.37
15088,0,100
15089,41.17,58.83
15090,5.53,94.47
15101,3.11,96.89
15102,0,100
15104,0,100
15106,4.36,95.64
15108,0.88,99.12
15110,0,100
15112,0,100
15116,0,100
15120,0,100
15122,0,100
15126,20.97,79.03
15129,0.19,99.81
15131,1.33,98.67
15132,0,100
15133,1.69,98.31
15135,8.6,91.4
15136,0,100
15137,0,100
15139,0.06,99.94
15140,0,100
15142,0,100
15143,18.83,81.17
15144,0,100
15145,0,100
15146,0,100
15147,0,100
15148,0,100
15201,0,100
15202,0,100
15203,0,100
15204,0,100
15205,0,100
15206,0,100
15207,0,100
15208,0,100
15209,0,100
15210,0,100
15211,0,100
15212,0,100
15213,0,100
15214,0,100
15215,0,100
15216,0,100
15217,0,100
15218,0,100
15219,0,100
15220,0,100
15221,0,100
15222,0,100
15223,0,100
15224,0,100
15225,0,100
15226,0,100
15227,0,100
15228,0,100
15229,0,100
15232,0,100
15233,0,100
15234,0,100
15235,0,100
15236,0,100
15237,0,100
15238,1.25,98.75
15239,5.71,94.29
15241,0,100
15243,0,100
15260,0,100
15290,0,100
15301,23.5,76.5
15310,100,0
15311,100,0
15312,100,0
15313,100,0
15314,49.89,50.11
15315,100,0
15316,100,0
15317,8.46,91.54
15320,37.61,62.39
15321,0,100
15322,100,0
15323,100,0
15324,100,0
15325,100,0
15327,100,0
15329,100,0
15330,75.79,24.21
15331,0.09,99.91
15332,37.9,62.1
15333,62.33,37.67
15334,100,0
15337,100,0
15338,100,0
15340,100,0
15341,100,0
15342,0.52,99.48
15344,100,0
15345,100,0
15346,100,0
15347,0,100
15348,0,100
15349,100,0
15350,0,100
15351,10.43,89.57
15352,100,0
15353,100,0
15357,100,0
15358,100,0
15359,100,0
15360,98.56,1.44
15361,0,100
15362,100,0
15363,0,100
15364,100,0
15366,100,0
15367,6.89,93.11
15368,0.63,99.37
15370,41.73,58.27
15376,100,0
15377,100,0
15378,100,0
15379,100,0
15380,100,0
15401,17.06,82.94
15410,86.63,13.37
15411,100,0
15412,35.74,64.26
15413,56.26,43.74
15417,24.96,75.04
15419,0.78,99.22
15420,53.78,46.22
15421,100,0
15422,100,0
15423,89.11,10.89
15424,100,0
15425,28.35,71.65
15427,100,0
15428,75.86,24.14
15429,100,0
15430,0,100
15431,63.72,36.28
15432,23.19,76.81
15433,93.93,6.07
15434,4.47,95.53
15435,100,0
15436,16.31,83.69
15437,100,0
15438,59.66,40.34
15440,100,0
15442,94.87,5.13
15443,100,0
15444,22.05,77.95
15445,38.06,61.94
15446,100,0
15447,100,0
15448,100,0
15449,100,0
15450,8.74,91.26
15451,100,0
15454,100,0
15455,26.17,73.83
15456,24.56,75.44
15458,80.03,19.97
15459,100,0
15460,100,0
15461,11.4,88.6
15462,100,0
15463,100,0
15464,100,0
15466,100,0
15467,100,0
15468,100,0
15469,100,0
15470,100,0
15472,0,100
15473,100,0
15474,100,0
15475,28.1,71.9
15476,0,100
15477,0,100
15478,93.22,6.78
15479,100,0
15480,100,0
15482,100,0
15483,10.53,89.47
15484,28.66,71.34
15486,73.9,26.1
15489,45.24,54.76
15490,100,0
15492,100,0
15501,40.74,59.26
15502,100,0
15510,0,100
15520,100,0
15521,100,0
15522,61.22,38.78
15530,100,0
15531,100,0
15532,100,0
15533,100,0
15534,100,0
15535,100,0
15536,100,0
15537,59.19,40.81
15538,100,0
15539,100,0
15540,100,0
15541,90.24,9.76
15542,100,0
15544,100,0
15545,98.92,1.08
15546,100,0
15547,100,0
15550,100,0
15551,100,0
15552,57.55,42.45
15554,100,0
15555,100,0
15557,100,0
15558,100,0
15559,100,0
15560,100,0
15561,100,0
15562,100,0
15563,100,0
15564,100,0
15601,13.27,86.73
15610,100,0
15611,6.81,93.19
15612,59.07,40.93
15613,59.41,40.59
15615,96.38,3.62
15616,0,100
15617,0,100
15618,100,0
15620,3.95,96.05
15621,0,100
15622,100,0
15623,16.67,83.33
15624,100,0
15625,0,100
15626,1.55,98.45
15627,29.02,70.98
15628,100,0
15629,0,100
15631,5.49,94.51
15632,35.14,64.86
15633,100,0
15634,0,100
15635,100,0
15636,3.27,96.73
15637,35.73,64.27
15638,0,100
15639,41.16,58.84
15640,100,0
15641,0,100
15642,5.27,94.73
15644,12.58,87.42
15646,100,0
15647,2.55,97.45
15650,24.13,75.87
15655,62.17,37.83
15656,42.63,57.37
15658,64.63,35.37
15660,100,0
15661,0,100
15662,0,100
15663,100,0
15665,0,100
15666,38.56,61.44
15668,22.15,77.85
15670,100,0
15671,71.33,28.67
15672,36.41,63.59
15673,0,100
15675,9.17,90.83
15676,9.15,90.85
15677,100,0
15678,15.34,84.66
15679,83.04,16.96
15680,100,0
15681,100,0
15683,25.4,74.6
15684,100,0
15686,100,0
15687,100,0
15688,37.44,62.56
15689,0,100
15690,30.96,69.04
15691,0,100
15692,0,100
15693,0,100
15695,100,0
15696,0,100
15697,0.3,99.7
15698,100,0
15701,26.23,73.77
15710,100,0
15711,100,0
15712,100,0
15713,100,0
15714,27.82,72.18
15715,100,0
15716,1.46,98.54
15717,43.74,56.26
15721,100,0
15722,58.92,41.08
15723,100,0
15724,90.59,9.41
15725,100,0
15727,100,0
15728,100,0
15729,100,0
15730,100,0
15731,100,0
15732,100,0
15733,100,0
15734,100,0
15736,100,0
15737,34.94,65.06
15738,81.13,18.87
15739,100,0
15741,100,0
15742,100,0
15744,100,0
15745,100,0
15746,100,0
15747,100,0
15748,60.75,39.25
15750,71.02,28.98
15752,100,0
15753,100,0
15754,13.15,86.85
15756,100,0
15757,100,0
15759,100,0
15760,100,0
15761,100,0
15762,100,0
15764,100,0
15765,100,0
15767,56.41,43.59
15770,100,0
15771,100,0
15772,100,0
15773,100,0
15774,100,0
15775,28.36,71.64
15776,100,0
15777,100,0
15778,100,0
15779,48.55,51.45
15780,100,0
15781,100,0
15783,100,0
15784,100,0
15801,28.07,71.93
15821,100,0
15823,85.46,14.54
15824,51.03,48.97
15825,52.5,47.5
15827,100,0
15828,100,0
15829,100,0
15832,100,0
15834,40.94,59.06
15840,48.82,51.18
15841,100,0
15845,100,0
15846,100,0
15847,100,0
15848,100,0
15849,100,0
15851,57.44,42.56
15853,32.96,67.04
15856,100,0
15857,27.45,72.55
15860,100,0
15861,100,0
15863,100,0
15864,100,0
15865,100,0
15866,100,0
15868,100,0
15870,100,0
15901,0,100
15902,10.8,89.2
15904,12.57,87.43
15905,11.81,88.19
15906,16.73,83.27
15909,31.51,68.49
15920,100,0
15921,69.89,30.11
15922,100,0
15923,100,0
15924,100,0
15925,0,100
15926,100,0
15927,100,0
15928,54.56,45.44
15929,100,0
15930,100,0
15931,52.13,47.87
15934,46.33,53.67
15935,100,0
15936,100,0
15937,100,0
15938,42.51,57.49
15940,35.47,64.53
15942,79.27,20.73
15943,24.96,75.04
15944,100,0
15945,100,0
15946,33.86,66.14
15948,2.73,97.27
15949,100,0
15951,100,0
15952,100,0
15953,100,0
15954,100,0
15955,69.54,30.46
15956,100,0
15957,100,0
15958,95.52,4.48
15960,48.94,51.06
15961,100,0
15962,1.34,98.66
15963,40.63,59.37
16001,18.39,81.61
16002,76.77,23.23
16020,100,0
16022,100,0
16023,71.74,28.26
16024,3.83,96.17
16025,100,0
16027,100,0
16028,100,0
16029,13.19,86.81
16030,100,0
16033,58.09,41.91
16034,100,0
16035,100,0
16036,100,0
16037,76.31,23.69
16038,73.78,26.22
16040,100,0
16041,100,0
16045,0,100
16046,15.54,84.46
16048,100,0
16049,100,0
16050,100,0
16051,99.77,0.23
16052,72.82,27.18
16053,69.03,30.97
16054,100,0
16055,63.46,36.54
16056,48.28,51.72
16057,51.71,48.29
16059,58.79,41.21
16061,100,0
16063,32.12,67.88
16066,1.29,98.71
16101,23.84,76.16
16102,44.22,55.78
16105,22.38,77.62
16110,100,0
16111,100,0
16112,100,0
16113,21.21,78.79
16114,100,0
16115,89.93,10.07
16116,95.41,4.59
16117,23.66,76.34
16120,100,0
16121,0,100
16123,99.42,0.58
16124,100,0
16125,41.74,58.26
16127,32.09,67.91
16130,100,0
16131,100,0
16132,17.46,82.54
16133,100,0
16134,100,0
16136,4.62,95.38
16137,70.34,29.66
16140,100,0
16141,100,0
16142,62.61,37.39
16143,100,0
16145,100,0
16146,0,100
16148,26.15,73.85
16150,28.06,71.94
16151,100,0
16153,100,0
16154,92.94,7.06
16155,100,0
16156,100,0
16157,97.21,2.79
16159,74.54,25.46
16160,10.65,89.35
16161,0,100
16201,56.34,43.66
16210,94.48,5.52
16211,100,0
16212,13.86,86.14
16213,100,0
16214,23.55,76.45
16217,100,0
16218,100,0
16222,100,0
16223,100,0
16224,100,0
16226,42.89,57.11
16228,0,100
16229,43.61,56.39
16230,100,0
16232,100,0
16233,100,0
16235,100,0
16236,0,100
16238,0,100
16239,100,0
16240,100,0
16242,100,0
16244,100,0
16245,100,0
16246,100,0
16248,100,0
16249,100,0
16250,100,0
16253,100,0
16254,70.18,29.82
16255,100,0
16256,100,0
16258,68.11,31.89
16259,100,0
16260,100,0
16262,100,0
16263,100,0
16301,21.78,78.22
16311,100,0
16312,100,0
16313,54.49,45.51
16314,100,0
16316,50.42,49.58
16317,100,0
16319,100,0
16321,100,0
16322,100,0
16323,41.48,58.52
16326,100,0
16327,100,0
16328,100,0
16329,30.11,69.89
16331,100,0
16332,100,0
16333,100,0
16334,100,0
16335,30.88,69.12
16340,85.38,14.62
16341,100,0
16342,100,0
16343,19.38,80.62
16344,21.41,78.59
16345,71.63,28.37
16346,45.89,54.11
16347,100,0
16350,100,0
16351,100,0
16352,100,0
16353,100,0
16354,49.63,50.37
16360,100,0
16361,100,0
16362,100,0
16364,100,0
16365,26.71,73.29
16370,100,0
16371,31.93,68.07
16372,100,0
16373,100,0
16374,100,0
16401,38.7,61.3
16402,100,0
16403,62.98,37.02
16404,100,0
16405,73.97,26.03
16406,100,0
16407,44.06,55.94
16410,70.87,29.13
16411,100,0
16412,47.08,52.92
16415,26.9,73.1
16416,100,0
16417,41.27,58.73
16420,100,0
16421,63.5,36.5
16422,47.88,52.12
16423,22.07,77.93
16424,100,0
16426,83.35,16.65
16427,100,0
16428,48.26,51.74
16433,75.45,24.55
16434,100,0
16435,100,0
16436,100,0
16438,58.17,41.83
16440,100,0
16441,96.86,3.14
16442,100,0
16443,100,0
16444,0,100
16501,0,100
16502,0,100
16503,0,100
16504,0,100
16505,0.07,99.93
16506,1.91,98.09
16507,0,100
16508,0,100
16509,11.18,88.82
16510,14.39,85.61
16511,4.15,95.85
16546,0,100
16563,0,100
16601,14.78,85.22
16602,1.1,98.9
16611,100,0
16613,100,0
16616,100,0
16617,6.2,93.8
16619,100,0
16620,16.43,83.57
16621,100,0
16622,100,0
16623,100,0
16624,100,0
16625,55.27,44.73
16627,100,0
16630,3.54,96.46
16631,100,0
16633,100,0
16634,100,0
16635,32.94,67.06
16636,100,0
16637,42.92,57.08
16638,100,0
16639,100,0
16640,100,0
16641,22.83,77.17
16645,100,0
16646,36.98,63.02
16647,100,0
16648,25.65,74.35
16650,100,0
16651,35.75,64.25
16652,36.85,63.15
16655,91.51,8.49
16656,100,0
16657,100,0
16659,100,0
16661,100,0
16662,54.75,45.25
16664,100,0
16665,11.37,88.63
16666,38.75,61.25
16667,100,0
16668,43.4,56.6
16669,100,0
16670,100,0
16671,100,0
16672,100,0
16673,43.98,56.02
16674,100,0
16677,100,0
16678,100,0
16679,100,0
16680,100,0
16682,0,100
16683,100,0
16685,100,0
16686,41.93,58.07
16689,100,0
16691,100,0
16692,100,0
16693,100,0
16694,100,0
16695,100,0
16699,0,100
16701,32.85,67.15
16720,100,0
16724,100,0
16725,100,0
16726,100,0
16727,100,0
16728,100,0
16729,100,0
16730,100,0
16731,100,0
16732,100,0
16733,100,0
16734,100,0
16735,40.24,59.76
16738,100,0
16740,100,0
16743,100,0
16744,100,0
16745,100,0
16746,100,0
16748,100,0
16749,100,0
16750,100,0
16801,2.69,97.31
16802,0,100
16803,5.26,94.74
16820,100,0
16821,100,0
16822,100,0
16823,34.16,65.84
16825,100,0
16826,100,0
16827,30.07,69.93
16828,100,0
16829,100,0
16830,27.94,72.06
16832,100,0
16833,48.5,51.5
16834,100,0
16835,100,0
16836,100,0
16837,100,0
16838,100,0
16839,100,0
16840,13.33,86.67
16841,100,0
16843,0.3,99.7
16844,100,0
16845,100,0
16847,100,0
16848,100,0
16849,100,0
16851,14.78,85.22
16852,100,0
16853,0,100
16854,100,0
16855,58.51,41.49
16858,91.87,8.13
16859,100,0
16860,100,0
16861,100,0
16863,100,0
16865,89.4,10.6
16866,28.18,71.82
16868,7.45,92.55
16870,79,21
16871,100,0
16872,100,0
16874,100,0
16875,100,0
16876,100,0
16877,100,0
16878,79.4,20.6
16879,100,0
16881,88.22,11.78
16882,100,0
16901,100,0
16911,100,0
16912,100,0
16914,100,0
16915,100,0
16917,72.16,27.84
16920,100,0
16921,100,0
16922,100,0
16923,100,0
16925,100,0
16926,100,0
16927,100,0
16928,100,0
16929,100,0
16930,100,0
16932,100,0
16933,49.89,50.11
16935,100,0
16936,100,0
16937,100,0
16938,100,0
16939,100,0
16940,100,0
16941,100,0
16942,100,0
16943,100,0
16946,100,0
16947,100,0
16948,100,0
16950,100,0
17002,100,0
17003,36.15,63.85
17004,100,0
17005,100,0
17006,100,0
17007,52.92,47.08
17009,3.04,96.96
17010,0,100
17011,0,100
17013,10.33,89.67
17015,77.11,22.89
17016,21.9,78.1
17017,100,0
17018,52.19,47.81
17019,45.98,54.02
17020,96.06,3.94
17021,100,0
17022,22.5,77.5
17023,100,0
17024,100,0
17025,10.22,89.78
17026,100,0
17027,0,100
17028,51.05,48.95
17029,56.33,43.67
17030,100,0
17032,98.58,1.42
17033,9.91,90.09
17034,0,100
17035,100,0
17036,12.61,87.39
17037,100,0
17038,48.59,51.41
17039,100,0
17040,100,0
17041,100,0
17042,16.19,83.81
17043,0,100
17044,30.9,69.1
17045,100,0
17046,13.96,86.04
17047,100,0
17048,48.2,51.8
17049,100,0
17050,5.15,94.85
17051,99.1,0.9
17052,100,0
17053,53.13,46.87
17055,9.53,90.47
17056,0,100
17057,10.32,89.68
17058,40.23,59.77
17059,73.58,26.42
17060,100,0
17061,38.19,61.81
17062,100,0
17063,50.77,49.23
17064,100,0
17065,12.91,87.09
17066,29.88,70.12
17067,43.26,56.74
17068,100,0
17069,100,0
17070,6.22,93.78
17071,100,0
17072,0,100
17073,57.96,42.04
17074,64.46,35.54
17075,11.38,88.62
17076,100,0
17077,100,0
17078,14.44,85.56
17080,100,0
17081,100,0
17082,69.31,30.69
17083,0,100
17084,38.73,61.27
17086,100,0
17087,28.44,71.56
17088,100,0
17090,100,0
17093,0,100
17094,100,0
17097,5.19,94.81
17098,17.09,82.91
17099,7.89,92.11
17101,0,100
17102,0,100
17103,0,100
17104,0,100
17109,0,100
17110,0.14,99.86
17111,0.61,99.39
17112,12.48,87.52
17113,0,100
17120,0,100
17201,2.97,97.03
17202,42.3,57.7
17210,100,0
17211,100,0
17212,100,0
17213,100,0
17214,18.37,81.63
17215,100,0
17217,100,0
17219,100,0
17220,100,0
17221,100,0
17222,39.26,60.74
17223,100,0
17224,100,0
17225,54.65,45.35
17228,100,0
17229,100,0
17233,100,0
17235,5.8,94.2
17236,100,0
17237,1.77,98.23
17238,100,0
17239,100,0
17240,100,0
17241,100,0
17243,100,0
17244,100,0
17246,100,0
17247,0,100
17249,100,0
17250,0,100
17251,100,0
17252,52.63,47.37
17253,100,0
17254,16.85,83.15
17255,100,0
17256,100,0
17257,40.19,59.81
17260,100,0
17261,100,0
17262,100,0
17263,0,100
17264,100,0
17265,100,0
17266,45.44,54.56
17267,100,0
17268,23.58,76.42
17270,100,0
17271,100,0
17272,0,100
17301,54.85,45.15
17302,100,0
17304,100,0
17306,100,0
17307,100,0
17309,100,0
17311,100,0
17313,3.95,96.05
17314,100,0
